REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PHARMACEUTICAL,Pharmaceutical,TIME_PERIOD,OBS_VALUE
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01B,"Antiarrhythmics, Class I and III",2017,1.5
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01B,"Antiarrhythmics, Class I and III",2018,1.4
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01B,"Antiarrhythmics, Class I and III",2019,1.4
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01B,"Antiarrhythmics, Class I and III",2020,1.4
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01B,"Antiarrhythmics, Class I and III",2021,1.4
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01B,"Antiarrhythmics, Class I and III",2022,1.4
CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01B,"Antiarrhythmics, Class I and III",2023,1.5
AUS,Australia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2013,0.1
AUS,Australia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2014,0
AUS,Australia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2015,0.1
AUS,Australia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2016,0
AUS,Australia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2017,0
AUS,Australia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2018,0
AUS,Australia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2019,0
AUS,Australia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2020,0
AUS,Australia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2021,0
AUS,Australia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02A,Antacids,2022,0
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2013,38.1
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2014,38.1
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2015,40.6
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2016,44.4
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2017,48.2
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2018,51.5
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2019,56.1
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2020,60.2
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2021,62
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",B,Blood and blood forming organs,2022,65.9
CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01A,Cardiac glycosides,2013,1.7
CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01A,Cardiac glycosides,2014,1.7
CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01A,Cardiac glycosides,2015,1.3
CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01A,Cardiac glycosides,2016,1.1
CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01A,Cardiac glycosides,2017,1
CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01A,Cardiac glycosides,2018,0.9
CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01A,Cardiac glycosides,2019,0.8
CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01A,Cardiac glycosides,2020,0.8
CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01A,Cardiac glycosides,2021,0.7
CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01A,Cardiac glycosides,2022,0.5
CRI,Costa Rica,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C01A,Cardiac glycosides,2023,1
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05C,Hypnotics and sedatives,2013,0.1
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05C,Hypnotics and sedatives,2014,0.1
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05C,Hypnotics and sedatives,2015,0.1
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05C,Hypnotics and sedatives,2016,0.2
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05C,Hypnotics and sedatives,2017,0.2
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05C,Hypnotics and sedatives,2018,0.3
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05C,Hypnotics and sedatives,2019,0.3
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05C,Hypnotics and sedatives,2020,0.5
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05C,Hypnotics and sedatives,2021,0.4
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05C,Hypnotics and sedatives,2022,0.2
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2013,2.4
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2014,2.4
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2015,2.3
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2016,2.3
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2017,2.2
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2018,2.1
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2019,2.1
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2020,2
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2021,1.8
SWE,Sweden,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2022,1.8
CRI,Costa Rica,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C09,Agents acting on the Renin-Angiotensin system,2013,0.9
CRI,Costa Rica,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C09,Agents acting on the Renin-Angiotensin system,2014,1
CRI,Costa Rica,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C09,Agents acting on the Renin-Angiotensin system,2015,0.9
CRI,Costa Rica,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C09,Agents acting on the Renin-Angiotensin system,2016,0.8
CRI,Costa Rica,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C09,Agents acting on the Renin-Angiotensin system,2017,1.2
CRI,Costa Rica,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C09,Agents acting on the Renin-Angiotensin system,2018,1.4
CRI,Costa Rica,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C09,Agents acting on the Renin-Angiotensin system,2019,2.5
CRI,Costa Rica,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C09,Agents acting on the Renin-Angiotensin system,2020,2.2
CRI,Costa Rica,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C09,Agents acting on the Renin-Angiotensin system,2021,2.1
CRI,Costa Rica,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C09,Agents acting on the Renin-Angiotensin system,2022,1.9
ITA,Italy,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2013,83.8
ITA,Italy,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2014,85.9
ITA,Italy,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2015,84.4
ITA,Italy,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2016,79.3
ITA,Italy,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2017,77.9
ITA,Italy,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2018,77.4
ITA,Italy,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2019,79.4
ITA,Italy,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2020,81
ITA,Italy,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2021,84.3
ITA,Italy,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2022,83.6
ITA,Italy,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2023,81.2
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C08,Calcium channel blockers,2013,51.9
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C08,Calcium channel blockers,2014,53.4
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C08,Calcium channel blockers,2015,54.8
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C08,Calcium channel blockers,2016,56.6
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C08,Calcium channel blockers,2017,59.1
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C08,Calcium channel blockers,2018,60.5
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C08,Calcium channel blockers,2019,63.4
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C08,Calcium channel blockers,2020,65.3
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C08,Calcium channel blockers,2021,68.1
NLD,Netherlands,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C08,Calcium channel blockers,2022,70
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2013,66.6
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2014,71.1
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2015,72.9
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2016,75.1
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2017,76.4
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2018,78.1
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2019,79.6
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2020,81.3
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2021,84.7
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2022,89.1
ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,A10,Drugs used in diabetes,2023,92.7
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2013,12.8
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2014,12.6
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2015,12.6
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2016,11.9
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2017,11.3
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2018,10.8
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2019,9.9
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2020,8.5
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2021,9.7
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",J01,Antibacterials for systemic use,2022,11.6
JPN,Japan,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2013,13.9
JPN,Japan,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2014,14
JPN,Japan,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2015,14.6
JPN,Japan,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2016,14.5
JPN,Japan,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2017,13.7
JPN,Japan,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2018,13.3
JPN,Japan,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2019,13.1
JPN,Japan,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,J01,Antibacterials for systemic use,2020,10.4
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2013,13.4
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2014,13.5
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2015,14.1
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2016,14.8
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2017,14.6
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2018,14.8
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2019,15.1
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2020,15.1
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2021,15
IRL,Ireland,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",H,"Systemic hormonal preparations, excluding sex hormones and insulins",2022,13.8
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2013,8.7
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2014,9
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2015,9.2
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2016,9.7
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2017,9.9
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2018,9.9
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2019,10.2
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2020,11.2
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2021,12.1
AUT,Austria,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N02,Analgesics,2022,13.5
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2013,41.8
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2014,43.4
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2015,46.5
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2016,36.9
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2017,42
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2018,40.1
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2019,52
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2020,67
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2021,90.7
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2022,94.3
CHL,Chile,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,N06A,Antidepressants,2023,95.5
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2013,23.2
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2014,22.6
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2015,22.8
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2016,24.7
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2017,26.4
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2018,21.5
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2019,21.2
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2020,23.1
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2021,25
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",C10,Lipid modifying agents,2022,28.8
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2013,5.8
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2014,6
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2015,6.2
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2016,6.5
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2017,6.6
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2018,6.7
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2019,7.1
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2020,7.3
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2021,7.4
HRV,Croatia,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",N05B,Anxiolytics,2022,7.4
AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C07,Beta blocking agents,2013,39.7
AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C07,Beta blocking agents,2014,39.3
AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C07,Beta blocking agents,2015,37.3
AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C07,Beta blocking agents,2016,36.2
AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C07,Beta blocking agents,2017,35
AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C07,Beta blocking agents,2018,33.3
AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C07,Beta blocking agents,2019,32.3
AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C07,Beta blocking agents,2020,31.5
AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C07,Beta blocking agents,2021,29.5
AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily doses per 1 000 inhabitants per day,C07,Beta blocking agents,2022,28
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2013,22.4
ITA,Italy,PH_SALES,Pharmaceutical sales,USD_PPP_PS,"US dollars per person, PPP converted",A02B,Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),2014,23.2
